manualDomains/220_005_093_sqlitedb--142035111.ecore,0
manualDomains/219_005_092_sqlitedb--1416677468.ecore,0
manualDomains/142_005_015_DB--1413551463.ecore,1
manualDomains/143_005_016_DB--1551370403.ecore,1
manualDomains/145_005_018_DB--2017748402.ecore,1
manualDomains/144_005_017_db--1624864759.ecore,1
manualDomains/201_005_074_simpleRdbms-1824091106.ecore,2
manualDomains/187_005_060_QVT_SimpleRDBMS.ecore,2
manualDomains/200_005_073_SimpleRdbms-1028011194.ecore,2
manualDomains/221_005_094_SqliteModel--460436461.ecore,3
manualDomains/222_005_095_SqliteModel--466764622.ecore,3
manualDomains/153_005_026_db-syntax--238448101.ecore,4
manualDomains/154_005_027_db-syntax-2130831834.ecore,4
manualDomains/213_005_086_SQL2003_evo--1420390465.ecore,5
manualDomains/211_005_084_SQL2003--1771240617.ecore,5
manualDomains/212_005_085_SQL2003-561924045.ecore,5
manualDomains/215_005_088_SQL2003_V3--275021906.ecore,5
manualDomains/214_005_087_SQL2003_V2--656748070.ecore,5
manualDomains/152_005_025_db-routing-1.1--614039356.ecore,6
manualDomains/151_005_024_db-routing-1.1--1920266752.ecore,6
manualDomains/132_005_005_database--300261768.ecore,7
manualDomains/133_005_006_database--612362553.ecore,7
manualDomains/136_005_009_database-1644458154.ecore,7
manualDomains/173_005_046_metadata410forMigration--502671008.ecore,8
manualDomains/168_005_041_metadata--831895764.ecore,8
manualDomains/169_005_042_metadata-1610596286.ecore,8
manualDomains/171_005_044_metadata400forMigration--93846783.ecore,8
manualDomains/172_005_045_metadata410-1771427172.ecore,8
manualDomains/170_005_043_metadata400-28616848.ecore,8
manualDomains/174_005_047_metadata410referingLocalCwm400--1583728984.ecore,8
manualDomains/180_005_053_nosql--716853735.ecore,9
manualDomains/181_005_054_nosqlMALO--803175952.ecore,9
manualDomains/167_005_040_JPQL-2136897301.ecore,10
manualDomains/178_005_051_MQuery--2114012517.ecore,10
manualDomains/165_005_038_Jpql--1884655624.ecore,10
